# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "../assignment-data//db/gencode.v30.annotation.gtf" "-g" "gene_name" "-o" "../assignment-data//results/diff-res/counts.txt" "../assignment-data//results/diff-res/bwa/S1.bam" "../assignment-data//results/diff-res/bwa/S2.bam" "../assignment-data//results/diff-res/bwa/S3.bam" "../assignment-data//results/diff-res/bwa/S4.bam" "../assignment-data//results/diff-res/bwa/S5.bam" "../assignment-data//results/diff-res/hisat/S1.bam" "../assignment-data//results/diff-res/hisat/S2.bam" "../assignment-data//results/diff-res/hisat/S3.bam" "../assignment-data//results/diff-res/hisat/S4.bam" "../assignment-data//results/diff-res/hisat/S5.bam" 
Geneid	../assignment-data//results/diff-res/bwa/S1.bam	../assignment-data//results/diff-res/bwa/S2.bam	../assignment-data//results/diff-res/bwa/S3.bam	../assignment-data//results/diff-res/bwa/S4.bam	../assignment-data//results/diff-res/bwa/S5.bam	../assignment-data//results/diff-res/hisat/S1.bam
AC108681.1	0	0	0	0	0	0
AC068295.1	0	0	0	0	0	0
LINC01991	0	0	0	0	0	0
AC092941.1	0	0	0	0	0	0
AC092941.2	0	0	0	0	0	0
AC022498.1	0	0	0	0	0	0
LPP-AS2	12	4	5	10	7	0
LPP	179	164	158	175	180	0
AC022498.2	0	0	0	0	0	0
LPP-AS1	0	0	0	0	0	0
MIR28	0	0	0	0	0	0
TPRG1-AS1	0	0	0	0	0	0
TPRG1	0	0	0	0	0	0
AC009319.1	5	5	5	2	0	0
TPRG1-AS2	0	0	0	0	0	0
TP63	0	0	0	0	0	0
AC078809.1	0	0	0	0	0	0
MIR944	0	0	0	0	0	0
P3H2	28	34	62	40	42	0
MTAPP2	11	18	9	16	5	0
P3H2-AS1	0	0	0	0	0	0
RNU6-1109P	0	0	0	0	0	0
NMNAT1P3	0	0	0	0	0	0
CLDN1	0	2	0	0	2	0
CLDN16	0	0	0	0	0	0
TMEM207	0	0	0	0	0	0
IL1RAP	8	6	19	16	31	0
GCNT1P3	0	0	0	0	0	0
RN7SKP296	0	0	0	0	0	0
AC108747.1	0	0	0	0	0	0
LINC02013	0	0	0	0	0	0
CCT6P4	0	0	0	0	0	0
AC092952.1	26	36	18	28	37	0
GMNC	0	0	0	0	0	0
OSTN	0	0	0	0	0	0
OSTN-AS1	0	0	0	0	0	0
UTS2B	0	0	0	0	0	0
CCDC50	398	443	413	388	358	0
AC073365.1	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0
AC026320.2	0	0	0	0	0	0
AC026320.1	0	0	0	0	0	0
RN7SKP222	0	0	0	0	0	0
FGF12	2	6	5	19	0	0
FGF12-AS1	0	0	0	0	0	0
FGF12-AS2	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	0
RNU1-20P	0	0	0	0	0	0
MB21D2	4	7	15	16	25	0
AC092966.1	0	0	0	0	0	0
VEZF1P1	12	6	23	9	12	0
HRASLS	11	3	2	5	0	0
ATP13A5	0	0	0	0	0	0
ATP13A5-AS1	0	0	0	0	0	0
ATP13A4	0	0	0	0	0	0
ATP13A4-AS1	0	0	0	0	0	0
AC048351.1	0	0	0	0	0	0
OPA1	216	171	200	154	192	0
OPA1-AS1	0	0	1	0	0	0
RN7SL447P	0	0	0	0	0	0
AC069421.1	0	0	0	0	0	0
LINC02038	0	0	0	0	0	0
LINC02026	0	0	0	0	0	0
AC024559.1	0	0	0	0	0	0
DPPA2P3	0	0	0	0	0	0
LINC02028	0	0	0	0	0	0
AC024559.2	0	0	0	0	0	0
AC080129.1	0	0	0	0	0	0
AC080129.2	0	0	0	0	0	0
HES1	46	50	44	52	63	0
RN7SL215P	0	0	0	0	0	0
LINC02036	0	0	0	0	0	0
LINC02037	0	0	0	0	0	0
LINC02048	0	0	0	0	0	0
LINC00887	0	0	0	0	0	0
CPN2	0	0	0	0	0	0
LRRC15	0	0	6	0	0	0
GP5	0	1	0	0	0	0
ATP13A3	246	218	191	274	257	0
AC108676.2	0	0	1	0	0	0
LINC00884	0	0	0	0	0	0
AC108676.1	0	0	0	0	0	0
RNU6-1101P	0	0	0	0	0	0
RPL23AP93	0	0	0	0	0	0
TMEM44-AS1	0	6	15	3	7	0
TMEM44	113	134	97	125	115	0
AC046143.1	0	1	0	2	1	0
AC046143.2	0	0	0	0	0	0
LSG1	157	192	198	154	206	0
FAM43A	842	821	802	831	758	0
AC106706.1	0	0	0	0	0	0
LINC01968	0	0	0	0	0	0
AC090505.1	2	0	2	0	0	0
LINC01972	0	0	0	0	0	0
AC090505.2	0	0	0	0	0	0
XXYLT1	219	187	171	193	288	0
XXYLT1-AS1	0	0	0	0	0	0
MIR3137	0	0	0	0	0	0
RN7SL36P	0	0	0	0	0	0
XXYLT1-AS2	22	16	33	19	30	0
RNU6-25P	0	0	0	0	0	0
ACAP2	73	79	56	80	90	0
ACAP2-IT1	0	0	0	0	0	0
AC090018.1	0	0	0	0	0	0
PPP1R2	45	63	40	29	53	0
RNU6ATAC24P	0	0	0	0	0	0
AC069213.1	0	0	0	0	0	0
RN7SL73P	0	0	0	0	0	0
AC069213.3	0	0	0	0	0	0
AC069213.2	0	0	0	0	0	0
APOD	0	0	0	0	0	0
MUC20P1	0	0	0	0	0	0
AC233280.19	0	0	0	0	0	0
AC233280.2	0	0	0	0	0	0
AC233280.1	0	0	0	0	0	0
MUC20-OT1	2	3	9	4	2	0
SDHAP2	0	0	0	0	0	0
MIR570	0	0	0	0	0	0
SMBD1P	0	0	0	0	0	0
MUC20	0	0	0	0	0	0
MUC4	0	0	0	0	0	0
LINC01983	0	0	0	0	0	0
KIF3AP1	0	0	0	0	0	0
TNK2	31	37	69	59	66	0
MIR6829	0	0	0	0	0	0
AC124944.4	2	0	0	0	0	0
TNK2-AS1	0	0	0	0	0	0
AC124944.1	0	0	0	0	0	0
AC124944.3	0	0	0	0	0	0
RNU2-11P	0	0	0	0	0	0
AC124944.2	0	1	0	0	0	0
SDHAP1	46	38	15	35	41	0
AC024937.3	0	0	0	0	0	0
AC024937.2	0	0	0	0	0	0
TFRC	838	821	863	876	870	0
AC024937.1	0	0	0	0	0	0
RNU7-18P	0	0	0	0	0	0
LINC00885	0	0	0	0	0	0
ZDHHC19	0	0	0	0	0	0
SLC51A	10	10	7	6	5	0
PCYT1A	274	204	194	255	224	0
AC069257.3	0	0	0	0	0	0
AC069257.1	0	0	0	0	2	0
TCTEX1D2	0	0	0	0	3	0
AC069257.2	0	0	1	0	0	0
TM4SF19-TCTEX1D2	0	0	0	0	0	0
TM4SF19-AS1	0	0	0	0	0	0
TM4SF19	0	0	0	0	0	0
RNU6-910P	0	0	0	0	0	0
UBXN7	157	102	134	161	167	0
RNU6-1279P	0	0	0	0	0	0
RN7SL434P	0	0	0	0	0	0
RN7SL738P	0	0	0	0	0	0
AC083822.1	0	0	0	0	0	0
UBXN7-AS1	0	0	0	0	0	0
AC117490.1	0	0	0	0	0	0
RNF168	51	56	52	62	57	0
AC117490.2	0	0	0	0	0	0
SMCO1	0	0	0	0	0	0
AC092933.1	0	0	0	0	0	0
RPS29P3	22	27	20	16	28	0
WDR53	21	34	10	10	16	0
FBXO45	39	31	66	69	79	0
LINC01063	0	0	0	0	0	0
NRROS	26	11	18	29	20	0
PIGX	18	13	20	21	10	0
CEP19	0	6	14	9	0	0
RNU6-646P	0	0	0	1	0	0
PAK2	273	248	263	294	228	0
RNU4-89P	0	0	0	0	0	0
RNU6-42P	0	0	0	0	1	0
SENP5	89	79	108	98	68	0
AC016949.1	0	1	0	0	0	0
NCBP2	158	187	167	208	161	0
NCBP2-AS1	0	0	0	1	0	0
NCBP2-AS2	21	8	21	16	17	0
PIGZ	2	8	8	6	10	0
AC011322.1	0	0	0	0	0	0
RPSAP69	0	0	1	0	0	0
MELTF	2	2	11	6	11	0
MELTF-AS1	0	0	0	0	2	0
DLG1	231	131	159	212	139	0
MIR4797	0	0	0	0	0	0
DLG1-AS1	0	0	0	0	0	0
AC128709.2	0	0	0	0	0	0
AC128709.1	0	0	0	0	0	0
AC128709.3	0	0	0	0	0	0
LINC02012	0	0	0	0	0	0
BDH1	6	9	5	9	11	0
AC132008.2	40	26	33	50	32	0
AC132008.1	0	0	0	0	0	0
AC024560.2	2	3	4	6	2	0
AC024560.3	0	0	0	0	0	0
AC024560.1	0	0	0	0	0	0
RUBCN	64	59	34	64	56	0
MIR922	0	0	0	0	0	0
FYTTD1	159	247	173	196	227	0
AC055764.2	0	0	0	0	0	0
LRCH3	185	144	159	162	155	0
AC055764.1	0	0	0	0	0	0
AC144530.1	0	1	1	0	0	0
IQCG	11	15	13	6	8	0
RNU6-858P	0	0	0	0	0	0
RPL35A	277	324	298	283	303	0
LMLN	25	26	14	22	33	0
RNU6-621P	0	0	0	0	0	0
LMLN-AS1	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0
RNU6-821P	0	0	0	0	0	0
FRG2FP	0	0	0	0	0	0
TUBB8P8	0	0	0	0	0	0
AC073135.1	0	0	0	0	0	0
FAM157A	0	1	2	3	1	0
RNU6-860P	0	0	0	0	0	0
CICP6	0	0	0	0	0	0
SEPT14P3	0	0	0	0	0	0
BNIP3P41	0	0	0	0	0	0
ZNF595	0	3	10	7	11	0
AC253576.1	0	1	0	1	1	0
ZNF718	20	8	16	11	7	0
AC253576.2	0	0	0	0	0	0
AC108475.1	0	0	0	0	0	0
ZNF876P	0	4	0	0	4	0
AC079140.3	0	0	0	0	0	0
AC079140.5	0	0	0	0	0	0
ZNF732	4	0	0	0	7	0
AC079140.4	2	0	0	0	0	0
ZNF141	6	20	8	12	9	0
AC079140.1	0	0	0	0	0	0
AC079140.2	11	15	13	12	8	0
MIR571	0	0	0	0	0	0
AC092574.2	0	0	0	0	0	0
ZNF519P4	0	0	0	0	0	0
AC092574.1	0	0	0	0	0	0
ABCA11P	0	0	0	0	0	0
ZNF721	8	10	7	17	2	0
PIGG	92	105	72	127	126	0
TMEM271	0	0	0	0	0	0
AC116565.1	0	0	0	0	0	0
PDE6B	6	3	0	4	5	0
AC107464.1	0	0	0	0	0	0
AC107464.3	0	0	0	0	0	0
ATP5ME	39	17	38	42	33	0
MYL5	3	14	5	12	8	0
SLC49A3	4	9	2	0	0	0
PCGF3	259	277	266	220	224	0
AC107464.2	0	0	0	0	0	0
AC139887.4	0	0	4	0	0	0
AC139887.2	0	0	6	0	1	0
AC139887.1	0	0	2	0	0	0
CPLX1	2	6	2	5	2	0
AC139887.3	0	0	0	0	0	0
AC139887.5	0	0	0	0	0	0
GAK	235	300	288	265	341	0
TMEM175	14	10	49	24	31	0
DGKQ	85	39	38	50	80	0
SLC26A1	5	0	3	0	1	0
IDUA	33	23	18	34	21	0
FGFRL1	113	135	112	162	153	0
AC019103.1	0	0	0	0	0	0
RNF212	4	0	0	0	0	0
AC092535.2	0	0	0	0	0	0
AC092535.3	0	0	0	0	0	0
TMED11P	0	0	0	0	0	0
AC092535.1	0	0	0	0	0	0
SPON2	0	0	0	0	0	0
AC092535.4	0	0	0	0	0	0
CTBP1-AS	0	4	4	0	3	0
CTBP1	256	292	265	251	297	0
CTBP1-DT	30	27	27	35	29	0
MAEA	254	165	150	181	198	0
UVSSA	9	26	24	24	26	0
AC078852.2	0	0	0	0	0	0
AC078852.1	0	0	0	0	0	0
NKX1-1	0	0	0	0	0	0
AC147067.2	4	0	0	0	0	0
AC147067.1	4	0	5	0	6	0
FAM53A	10	0	4	11	5	0
SLBP	186	169	179	191	249	0
AC016773.1	0	0	0	0	0	0
TACC3	456	460	432	433	454	0
TMEM129	38	38	24	41	54	0
FGFR3	17	6	21	13	39	0
LETM1	152	111	159	147	141	0
NSD2	490	586	510	505	496	0
SCARNA22	0	0	0	0	0	0
NELFA	83	61	88	77	94	0
MIR943	0	0	0	0	0	0
C4orf48	8	3	0	12	9	0
NAT8L	2	0	2	0	0	0
POLN	0	0	0	2	1	0
AL136360.1	2	4	1	1	4	0
AL136360.2	0	0	0	0	0	0
HAUS3	23	40	25	17	25	0
COX6B1P5	0	0	0	0	0	0
MXD4	343	334	309	292	314	0
MIR4800	0	0	0	0	0	0
ZFYVE28	8	17	38	19	19	0
AL158068.2	0	0	0	0	0	0
RN7SL589P	0	0	0	0	0	0
AL158068.1	0	0	0	0	0	0
CFAP99	0	0	0	0	0	0
RNF4	193	192	178	180	198	0
AL645924.1	0	0	0	0	0	0
AL645924.2	0	0	0	0	0	0
FAM193A	93	146	104	117	122	0
CR545473.1	5	5	5	6	4	0
TNIP2	96	169	106	129	79	0
SH3BP2	193	143	182	133	226	0
ADD1	882	788	834	769	782	0
MFSD10	199	212	210	203	183	0
NOP14-AS1	17	9	10	10	7	0
NOP14	195	218	323	250	284	0
GRK4	10	22	12	8	22	0
HTT	299	361	315	319	359	0
RNU6-204P	0	0	0	0	0	0
HTT-AS	0	0	0	0	0	0
RF02134	0	0	0	0	0	0
RF02135	0	0	0	0	0	0
MSANTD1	0	0	0	0	0	0
RGS12	82	113	107	120	70	0
AL645949.1	0	0	0	0	0	0
AL645949.2	0	0	0	0	0	0
HGFAC	0	0	0	0	0	0
DOK7	0	0	0	0	0	0
LRPAP1	399	440	461	438	390	0
AL590235.1	0	0	0	0	0	0
LINC00955	0	0	0	0	0	0
AL121796.1	0	0	0	0	0	0
LINC02171	0	0	0	0	0	0
LINC02600	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0
OR7E163P	0	0	0	0	0	0
OR7E162P	0	0	0	0	0	0
AC147876.1	0	0	0	0	0	0
AC226119.1	0	0	0	0	0	0
AC226119.2	0	0	0	0	0	0
ALG1L7P	0	1	0	1	0	0
FAM86EP	0	0	2	0	4	0
ENPP7P9	0	0	0	0	0	0
AC116562.4	0	2	0	0	0	0
AC116562.1	0	0	0	0	0	0
AC116562.3	0	0	0	0	0	0
AC116562.2	0	0	0	0	0	0
OR4D12P	0	0	0	0	0	0
UNC93B4	0	0	0	0	1	0
OR7E99P	0	0	0	0	0	0
OR7E43P	0	0	0	0	0	0
OTOP1	0	0	0	0	0	0
TMEM128	27	16	24	20	25	0
LYAR	110	101	99	78	75	0
ZBTB49	4	4	10	9	7	0
AC105415.1	0	0	0	0	0	0
NSG1	0	0	0	2	2	0
STX18	31	22	24	19	40	0
STX18-IT1	0	0	0	0	0	0
RPS7P15	0	0	0	0	0	0
STX18-AS1	5	3	0	1	4	0
AC092437.1	0	0	0	0	0	0
LINC01396	0	0	0	0	0	0
MSX1	7	11	4	2	2	0
LDHAP1	0	0	0	0	0	0
RN7SKP113	0	0	0	0	0	0
CYTL1	0	0	4	4	3	0
STK32B	9	23	24	10	16	0
RN7SKP275	0	0	0	0	0	0
LINC01587	2	2	0	0	0	0
EVC2	15	40	24	31	22	0
EVC	81	73	77	85	110	0
CRMP1	19	23	16	32	17	0
C4orf50	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0
JAKMIP1	0	0	0	0	0	0
AC092442.1	0	0	0	0	0	0
LINC02495	0	0	0	0	0	0
AC113615.1	0	0	0	0	0	0
WFS1	200	208	203	182	171	0
AC116317.1	0	0	0	2	0	0
PPP2R2C	2	0	0	0	0	0
MAN2B2	213	173	188	201	184	0
MRFAP1	786	776	723	849	735	0
LINC02482	0	0	0	0	0	0
AC093323.4	0	0	0	0	0	0
AC093323.1	10	16	23	32	20	0
LINC002481	0	0	0	0	0	0
AC093323.2	0	0	0	0	0	0
S100P	0	0	0	0	0	0
AC093323.3	0	0	0	0	0	0
MRFAP1L1	117	106	96	69	111	0
BLOC1S4	6	28	25	2	8	0
KIAA0232	71	92	100	79	53	0
TBC1D14	67	80	80	82	72	0
AC097382.1	0	0	0	0	0	0
RN7SKP292	0	0	0	0	0	0
AC097382.2	0	0	0	0	0	0
CCDC96	0	2	3	2	2	0
TADA2B	40	48	59	51	53	0
GRPEL1	199	191	141	217	186	0
LINC02447	0	0	0	0	0	0
RN7SKP36	0	0	0	0	0	0
SORCS2	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0
PSAPL1	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0
AFAP1-AS1	0	0	2	0	0	0
AFAP1	549	567	719	596	578	0
AC097381.1	0	0	0	0	0	0
ABLIM2	1	1	0	0	0	0
MIR95	0	0	0	0	0	0
AC097381.3	0	0	0	0	0	0
AC097381.2	0	0	0	0	0	0
GMPSP1	7	11	26	11	17	0
SH3TC1	274	335	265	220	284	0
HTRA3	18	10	11	20	10	0
LINC02517	0	0	0	0	0	0
AC104825.1	2	0	2	0	0	0
ACOX3	79	70	100	60	92	0
RNA5SP152	0	0	0	0	0	0
TRMT44	25	14	15	22	18	0
AC105345.2	0	0	0	0	0	0
AC105345.1	0	0	0	0	0	0
GPR78	0	0	0	0	0	0
CPZ	0	0	0	0	0	0
AC209005.1	0	0	0	0	0	0
HMX1	0	0	0	0	0	0
AC116612.1	0	0	0	0	0	0
AC073648.1	0	0	0	0	0	0
UNC93B8	0	0	0	2	1	0
AC073648.3	0	0	0	0	0	0
AC073648.2	16	11	8	4	3	0
AC073648.6	0	0	0	0	0	0
AC073648.5	0	0	0	0	0	0
AC073648.4	0	0	0	0	0	0
SNRPCP16	0	0	0	0	0	0
ENPP7P10	0	0	0	0	0	0
FAM86KP	0	0	1	0	0	0
ALG1L14P	0	0	0	0	0	0
FAM90A26	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0
USP17L14P	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0
USP17L16P	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0
USP17L20	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0
USP17L23	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0
AC116655.1	0	0	0	0	0	0
DEFB108F	0	0	0	0	0	0
RNA5SP153	0	0	0	0	0	0
DEFB130D	0	0	0	0	0	0
DEFB131A	0	0	0	0	0	0
OR7E86P	0	0	0	0	0	0
OR7E84P	0	0	0	0	0	0
OR7E85P	0	0	0	0	0	0
UNC93B7	1	0	0	0	0	0
OR7E83P	0	0	0	0	0	0
AC097493.3	0	0	0	0	0	0
AC097493.4	0	0	0	0	2	0
AC097493.1	0	0	0	0	0	0
MIR548I2	0	0	0	0	0	0
AC097493.2	0	0	0	0	0	0
SNRPCP13	0	0	0	0	0	0
ENPP7P11	0	0	0	0	0	0
FAM86MP	0	0	0	0	1	0
ALG1L3P	0	1	0	1	0	0
AC098976.1	0	1	2	0	0	0
OR7E35P	0	0	0	0	0	0
SLC2A9	3	4	10	8	7	0
DRD5	0	0	0	0	0	0
RNA5SP154	0	0	0	0	0	0
AC108199.1	0	0	0	0	0	0
AC005674.1	0	0	0	0	0	0
AC005674.2	6	6	0	4	5	0
WDR1	2328	2445	2246	2549	2291	0
MIR3138	0	0	0	0	0	0
RNA5SP155	0	0	0	0	1	0
AC093664.1	0	0	0	0	0	0
AC006499.6	0	0	0	0	0	0
AC006499.1	0	0	0	0	0	0
AC006499.8	0	0	0	0	0	0
RAF1P1	0	0	0	0	0	0
AC006499.4	0	0	0	0	0	0
AC006499.2	0	0	0	0	0	0
AC006499.3	0	0	0	0	0	0
AC006499.5	0	0	0	0	0	0
AC006499.7	0	0	0	0	0	0
AC110768.2	0	0	0	1	0	0
ZNF518B	71	98	81	97	90	0
AC110768.1	0	0	0	0	0	0
CLNK	0	0	0	0	0	0
AC084048.1	0	0	0	0	0	0
LINC02498	0	0	0	0	0	0
MIR572	0	0	0	0	0	0
RNPS1P1	202	211	222	249	178	0
HS3ST1	2	8	4	8	8	0
RNA5SP156	0	0	0	0	0	0
AC025539.1	0	0	0	0	0	0
AC005699.1	2	2	4	2	4	0
LINC02360	0	0	0	0	0	0
AC108037.1	0	0	0	0	0	0
LINC02270	0	0	0	0	0	0
RNU6-578P	0	0	0	0	0	0
ECM1P2	0	0	0	0	0	0
AC093809.1	0	0	0	0	0	0
AC007370.2	0	0	0	0	0	0
AC007370.1	0	0	0	0	0	0
HSP90AB2P	43	42	43	46	52	0
RAB28	51	44	32	26	23	0
LINC01097	0	0	0	0	0	0
NKX3-2	0	0	0	0	0	0
LINC01096	0	0	0	0	0	0
BOD1L1	79	95	77	90	66	0
MIR5091	0	0	0	0	0	0
AC006445.2	0	0	0	0	0	0
AC006445.1	0	0	0	0	0	0
LINC01182	0	0	0	0	0	0
AC007126.1	0	0	0	0	0	0
AC095052.1	5	7	14	7	5	0
LINC01085	0	0	0	0	0	0
AC073848.1	0	0	0	0	0	0
AC092546.1	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0
AC006296.1	0	0	0	0	0	0
LINC00504	0	0	0	0	0	0
MTND2P31	0	0	0	0	0	0
CPEB2-DT	0	0	0	0	0	0
CPEB2	40	39	49	39	28	0
AC098829.1	0	0	0	0	0	0
RN7SKP170	0	0	0	0	0	0
C1QTNF7	0	0	0	0	0	0
AC099550.1	0	0	0	0	0	0
CC2D2A	50	55	52	63	32	0
AC007016.1	0	0	0	0	0	0
AC116651.1	0	0	0	0	0	0
FBXL5	96	103	113	122	99	0
FAM200B	18	21	17	26	27	0
BST1	31	36	21	20	25	0
AC114744.1	2	0	2	3	0	0
AC005798.1	0	0	0	0	0	0
CD38	0	0	0	0	0	0
HPRT1P1	6	6	2	2	1	0
FGFBP1	0	0	0	0	0	0
FGFBP2	0	0	0	0	0	0
PROM1	0	0	0	0	0	0
TAPT1	20	30	30	39	20	0
AC108063.1	0	0	0	0	0	0
TAPT1-AS1	1	0	0	0	2	0
RPS21P4	0	0	0	0	0	0
AC006427.1	0	0	0	0	0	0
ZEB2P1	1	0	1	2	1	0
AC097515.1	0	0	0	0	0	0
LDB2	282	287	322	248	270	0
AC106894.1	0	0	0	0	0	0
MTND5P4	0	0	0	0	0	0
LINC02493	0	0	0	0	0	0
SNORA75B	0	0	0	0	0	0
RPS7P6	0	0	0	0	0	0
QDPR	80	63	74	69	84	0
CLRN2	0	0	0	0	0	0
NACAP5	0	0	0	0	0	0
AC006160.2	0	0	0	0	0	0
LAP3	71	92	84	97	84	0
AC006160.1	2	0	0	0	0	0
MED28	131	113	140	116	126	0
FAM184B	0	0	0	0	0	0
DCAF16	69	52	97	65	81	0
NCAPG	233	211	135	181	195	0
LCORL	21	27	29	13	8	0
KRT18P63	0	0	0	2	0	0
AC093898.1	0	0	0	0	0	0
AC093871.1	0	0	0	0	0	0
AC006840.1	0	0	0	0	0	0
LINC02438	0	0	0	0	0	0
RNA5SP157	0	0	0	0	0	0
AC024595.1	0	0	0	0	0	0
AC024230.1	0	0	0	0	0	0
AC110767.1	0	0	0	0	0	0
AC114728.1	1	1	0	0	0	0
AC098862.1	0	0	0	0	0	0
SLIT2	101	117	115	145	98	0
SLIT2-IT1	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0
PACRGL	23	34	48	25	22	0
KCNIP4	0	0	0	0	0	0
AC097505.1	0	0	0	0	0	0
AC110296.1	0	0	0	0	0	0
MIR7978	0	0	0	0	0	0
AC096576.3	0	0	0	0	0	0
AC096576.1	0	0	0	0	0	0
AC096576.2	0	0	0	0	0	0
KCNIP4-IT1	0	0	0	0	0	0
AC096719.1	0	0	0	0	0	0
RNU6-420P	0	0	0	0	0	0
ADGRA3	120	157	112	106	107	0
AC098583.1	0	0	0	0	0	0
AC098583.2	0	0	0	0	0	0
GBA3	0	0	0	0	0	0
CDC42P6	400	383	337	367	416	0
AC097512.1	0	0	0	0	0	0
AC092440.1	0	0	0	0	0	0
RFPL4AP3	0	0	0	0	0	0
AC093607.1	0	0	0	0	0	0
ERVH-1	0	0	0	0	0	0
PPARGC1A	0	0	0	0	0	0
AC092834.1	0	0	0	0	0	0
DHX15	547	582	645	569	471	0
MIR573	0	0	0	0	0	0
RN7SL16P	0	0	0	0	0	0
ATP5MGP3	0	0	0	0	0	0
LINC02473	0	0	0	0	0	0
AC006390.1	0	0	0	0	0	0
HNRNPA1P65	0	0	2	0	0	0
SOD3	0	0	0	0	0	0
CCDC149	54	25	43	26	21	0
LGI2	0	0	0	0	0	0
SEPSECS	18	0	12	26	8	0
SEPSECS-AS1	0	0	0	0	0	0
AC104662.2	0	0	0	0	0	0
AC104662.1	0	0	0	0	0	0
PI4K2B	30	8	20	44	27	0
ZCCHC4	21	14	22	10	22	0
ANAPC4	49	59	73	35	48	0
AC133963.2	0	0	0	0	0	0
AC133963.1	0	4	1	0	1	0
RNU7-126P	0	0	0	0	0	0
AC092436.2	0	0	0	0	0	0
AC092436.1	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	0
RPS29P11	0	0	0	0	0	0
AC092436.3	0	0	0	0	0	0
MTND4P9	0	0	0	0	0	0
MTND4LP22	0	0	0	0	0	0
MTND3P5	0	0	0	0	0	0
MTCO3P44	0	0	0	0	0	0
SEL1L3	330	303	339	312	324	0
AC092436.4	0	0	0	0	0	0
SMIM20	28	32	17	15	37	0
AC133961.1	0	0	0	0	0	0
LINC02357	0	0	0	0	0	0
AC097714.1	0	0	0	0	0	0
RBPJ	68	125	80	120	117	0
CCKAR	0	0	0	0	0	0
TBC1D19	17	16	15	17	18	0
RF00284	0	0	0	0	0	0
STIM2	57	31	65	43	52	0
STIM2-AS1	0	0	0	0	0	0
AC106047.1	0	0	0	0	0	0
AC024132.2	0	0	0	0	0	0
AC024132.1	0	0	0	0	0	0
LINC02261	0	0	0	0	0	0
AC024132.3	0	0	0	0	0	0
IGBP1P5	0	0	0	0	0	0
AC007106.1	0	0	0	0	0	0
AC093791.1	0	0	0	0	0	0
AC097480.1	0	0	0	0	0	0
AC097480.2	0	0	0	0	0	0
RN7SL101P	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0
MESTP3	12	4	3	3	5	0
LINC02364	0	0	0	0	0	0
AC068944.2	0	0	0	0	0	0
AC068944.1	0	0	0	0	0	0
AC109349.1	0	0	0	0	0	0
LINC02472	0	0	0	0	0	0
AC092593.2	0	0	0	0	0	0
AC092593.1	0	0	0	0	0	0
EEF1A1P21	0	0	0	0	0	0
AC097510.1	0	0	0	0	0	0
RPS3AP17	0	0	0	0	0	0
AC106868.1	0	0	0	0	0	0
PCDH7	75	89	70	88	86	0
AC097716.1	0	0	0	0	0	0
MTCYBP43	0	0	0	0	0	0
LINC02497	0	0	0	0	0	0
AC104071.1	0	0	0	0	0	0
LINC02501	0	0	0	0	0	0
LINC02506	0	0	0	0	0	0
AC097654.1	0	0	0	0	0	0
LINC02353	0	0	0	0	0	0
AC017013.1	30	17	16	16	14	0
AC093878.1	0	0	0	0	0	0
AC097535.2	0	0	0	0	0	0
AC097535.1	0	0	0	0	0	0
AC016687.3	0	0	0	0	0	0
AC016687.2	0	0	0	0	0	0
AC016687.1	0	0	0	0	0	0
LINC02484	0	0	0	0	0	0
AC093689.1	0	0	0	0	0	0
AC093913.1	0	0	0	0	0	0
SEC63P2	0	0	0	0	0	0
RNU6-573P	0	0	0	0	0	0
ARAP2	0	0	4	0	8	0
AC098827.1	0	0	0	0	0	0
AC104078.1	0	0	0	0	0	0
DTHD1	0	0	0	0	0	0
AC104078.2	0	0	0	0	0	0
MIR1255B1	0	0	0	0	0	0
LINC02505	0	0	0	0	0	0
AC125336.1	0	0	0	0	0	0
LINC02616	0	0	0	0	0	0
AL136537.1	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0
